GeneID	padj	pvalue	log2FoldChange	stat	baseMean	Symbol	Description
57649	1.05409251152662e-16	4.85130942344725e-19	-2.0098429874729	79.4881310186086	1744.76636310754	PHF12	PHD finger protein 12
7559	1.79212806317859e-16	8.35798556710682e-19	-2.08473994927643	78.4134804864413	1451.91164502833	ZNF12	zinc finger protein 12
84285	2.21308804169383e-16	1.0457031124842e-18	-2.03845182358965	77.9708901851697	2826.11329474629	EIF1AD	eukaryotic translation initiation factor 1A domain containing
4513	2.47845545853983e-16	1.18630047720978e-18	1.86166785788505	77.7217134109446	36969.8461527216	COX2	cytochrome c oxidase subunit II
90637	3.15902887876932e-16	1.53143888943775e-18	-2.13220923431715	77.2173297631506	625.927372831884	ZFAND2A	zinc finger AN1-type containing 2A
4130	4.43215803013766e-16	2.17582622981721e-18	2.48444171450228	76.5237305271935	287.186700094973	MAP1A	microtubule associated protein 1A
574042	6.00294459421587e-16	2.98379057518094e-18	-2.3672550017153	75.9001389887289	235.115377561493	SNORA10	small nucleolar RNA, H/ACA box 10
5966	9.07685772206862e-16	4.57193466999877e-18	-2.25449413047157	75.0575406332897	1957.11053500884	REL	REL proto-oncogene, NF-kB subunit
57597	9.07685772206862e-16	4.62309272785773e-18	1.8335832227025	75.0355711582902	1259.36095540562	BAHCC1	BAH domain and coiled-coil containing 1
797	1.38937406718351e-15	7.1617219957913e-18	-2.49356287411681	74.1714889705285	267.817563919468	CALCB	calcitonin related polypeptide beta
54812	1.5396073838289e-15	8.03059816061955e-18	-2.21399947082643	73.9454467069771	933.532195280938	AFTPH	aftiphilin
102724428	2.45272515426345e-15	1.29439349083614e-17	-2.18178537413947	73.003206863348	889.41814964938	LOC102724428	salt inducible kinase 1B (putative)
155370	2.73045147803693e-15	1.47240654327958e-17	-1.98437994206912	72.748894871637	1701.22455151239	SBDSP1	SBDS pseudogene 1
348	2.73045147803693e-15	1.47447060669643e-17	-2.93588661136727	72.746130199457	117.875198400106	APOE	apolipoprotein E
5621	2.77818253218261e-15	1.5172940928096e-17	-2.18850121193158	72.6896281067788	1613.81323062141	PRNP	prion protein
3417	3.39207454894369e-15	1.8733843237907e-17	2.31216129629371	72.2735835799569	592.491879919184	IDH1	isocitrate dehydrogenase (NADP(+)) 1
23360	3.74767072847786e-15	2.09277145490602e-17	-2.00189971297125	72.0550479498563	5337.15744549072	FNBP4	formin binding protein 4
4574	6.2316898770676e-15	3.51813616034744e-17	1.98625303091217	71.0301150903353	2276.89142818563	TRNS1	tRNA-Ser
8334	8.22344863207312e-15	4.7435209340628e-17	-2.63318191492205	70.4405329827193	172.740116290256	H2AC6	H2A clustered histone 6
26512	8.22344863207312e-15	4.72708123529834e-17	-1.97025469098732	70.4473818134831	1750.77301166965	INTS6	integrator complex subunit 6
150776	8.6252742390919e-15	5.06224582813655e-17	-1.71036305381035	70.312246281474	1958.53749239508	SMPD4BP	sphingomyelin phosphodiesterase 4B, pseudogene
26036	8.6252742390919e-15	5.08116302744736e-17	-1.95208883719833	70.3048882432091	1805.97043845994	ZNF451	zinc finger protein 451
6100	8.78396466629427e-15	5.22855039660373e-17	-1.81356167255691	70.2484817279144	746.008377504089	RP9	RP9 pre-mRNA splicing factor
7016	1.29900260563427e-14	7.81187133972497e-17	-1.95023324219082	69.4564953133951	1227.57329440956	TESK1	testis associated actin remodelling kinase 1
100381270	1.851290508507e-14	1.12467943263496e-16	-2.05993821888254	68.737738969749	646.440378849225	ZBED6	zinc finger BED-type containing 6
113219467	2.05037561552425e-14	1.25820791330649e-16	2.03553325198802	68.5164943379749	881.43126299904	MIR12136	microRNA 12136
100507217	2.28301632204267e-14	1.4149769791747e-16	-1.83924985324825	68.2849375128627	1180.18285261577	CHASERR	CHD2 adjacent suppressive regulatory RNA
106635533	2.62174309409687e-14	1.64100267303559e-16	-1.78587613800658	67.9927201956284	759.31363256283	SNORA103	small nucleolar RNA, H/ACA box 103
130507	3.0561320851409e-14	1.93164951380408e-16	-1.90668531683793	67.6711960353164	1430.07240742355	UBR3	ubiquitin protein ligase E3 component n-recognin 3
202333	4.21946279453624e-14	2.69283339857492e-16	-3.69403668049822	67.0162133252363	106.9501581652	CMYA5	cardiomyopathy associated 5
90407	4.58829339773028e-14	2.95637461193961e-16	-1.83851048364668	66.8321474875344	1406.41567840764	TMEM41A	transmembrane protein 41A
2771	4.88529166539559e-14	3.1777179463177e-16	1.76542386854158	66.6898206506524	970.634013273197	GNAI2	G protein subunit alpha i2
84807	5.01465884858422e-14	3.29263927834138e-16	-2.25083477512933	66.6197896258609	249.359022360916	NFKBID	NFKB inhibitor delta
4189	5.38509860208738e-14	3.56891659932153e-16	-2.17970011473865	66.4609644073599	588.38128847418	DNAJB9	DnaJ heat shock protein family (Hsp40) member B9
55262	5.66979570236169e-14	3.79238912345007e-16	-1.72719420279009	66.3412484741454	815.604361052856	TRAPPC14	trafficking protein particle complex subunit 14
9531	5.73358545434566e-14	3.87024054969331e-16	-1.97356451323071	66.3011945060841	2476.18079749843	BAG3	BAG cochaperone 3
80303	5.78701520787415e-14	3.9418181644209e-16	2.34280579290223	66.2650733004963	219.517028654593	EFHD1	EF-hand domain family member D1
57621	6.05265851131012e-14	4.15990275691417e-16	-1.83442018168695	66.1589319929165	2381.44067733059	ZBTB2	zinc finger and BTB domain containing 2
10678	7.220229025841e-14	5.00666347520884e-16	-2.1644205189785	65.7937546154329	777.873897492619	B3GNT2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2
9308	8.30667105030531e-14	5.81099963018413e-16	-1.78522627845724	65.5001346454092	588.834093088718	CD83	CD83 molecule
114915	8.7528145729502e-14	6.17681440776431e-16	-1.75651773222551	65.3798207400268	1443.87784442948	EPB41L4A-AS1	EPB41L4A antisense RNA 1
3638	8.78548411034366e-14	6.25378103092701e-16	1.72969518019739	65.3554162954229	3084.81951110626	INSIG1	insulin induced gene 1
10289	9.1470502180718e-14	6.56728568675995e-16	-1.94907178098114	65.2590215034852	2152.16162388556	EIF1B	eukaryotic translation initiation factor 1B
6385	9.32477845294557e-14	6.75211007270237e-16	-1.76790239777881	65.2043271349487	1151.55299336948	SDC4	syndecan 4
9567	1.30137244854654e-13	9.50314932357868e-16	-1.7768684094617	64.5308749017591	6172.69224395907	GTPBP1	GTP binding protein 1
54800	1.44932818719597e-13	1.06725197878938e-15	-2.18494835264113	64.3022240757495	497.119239088882	KLHL24	kelch like family member 24
150094	1.49807787547701e-13	1.11234304696071e-15	-2.09941151858755	64.2206930062079	609.963209715622	SIK1	salt inducible kinase 1
468	1.50746476746879e-13	1.12856346116343e-15	-1.65865520527965	64.192170554296	36599.3048555021	ATF4	activating transcription factor 4
8335	1.766663986465e-13	1.3334540398576e-15	-4.30006633723495	63.8635006183838	58.4974276680064	H2AC4	H2A clustered histone 4
3604	1.99954031430433e-13	1.52149606635823e-15	-4.37573316869956	63.6036163394104	62.145662832077	TNFRSF9	TNF receptor superfamily member 9
51119	2.10911769736128e-13	1.61781855774521e-15	-1.65963888483504	63.4826945302837	3731.15142474372	SBDS	SBDS ribosome maturation factor
353376	2.14037236013328e-13	1.65492708257728e-15	-2.80992573999876	63.4380213165291	132.381088913748	TICAM2	TIR domain containing adaptor molecule 2
6404	2.37872062649399e-13	1.85381393940069e-15	-4.59420842122895	63.2144715499962	49.1507357594145	SELPLG	selectin P ligand
9972	2.57311140600847e-13	2.02109879706114e-15	-1.80521548771611	63.044295461124	6587.66337499331	NUP153	nucleoporin 153
898	3.16247725058173e-13	2.50343375874475e-15	-1.77239885346764	62.6227619868466	1722.31945399356	CCNE1	cyclin E1
4791	3.40200696918099e-13	2.77238952692936e-15	-1.59771947221007	62.4217883711618	1047.33604909116	NFKB2	nuclear factor kappa B subunit 2
388272	3.40200696918099e-13	2.76783758561037e-15	-1.83261245697087	62.4250245368918	1215.6962827675	C16orf87	chromosome 16 open reading frame 87
105371295	3.40200696918099e-13	2.77655207965802e-15	-4.11557753306953	62.4188336879477	55.4452765015049	LINC02137	long intergenic non-protein coding RNA 2137
154796	3.40200696918099e-13	2.71770466138377e-15	1.4462770457616	62.4610226024807	9113.78543154652	AMOT	angiomotin
55904	3.72149746780099e-13	3.06014151132384e-15	-1.69801685255069	62.2273126801229	2257.51995786182	KMT2E	lysine methyltransferase 2E (inactive)
10127	4.10201500657475e-13	3.39820830809764e-15	-1.83580772234372	62.0209607413938	1891.41660507363	ZNF263	zinc finger protein 263
1540	4.66499691392001e-13	3.89322275584881e-15	-1.80125776406608	61.7531800381462	1300.48453623149	CYLD	CYLD lysine 63 deubiquitinase
8340	4.69619868489099e-13	3.94808063224144e-15	-3.62573702041658	61.7256283714539	71.9906762228298	H2BC13	H2B clustered histone 13
8356	4.72793917521077e-13	4.00377765205625e-15	-3.37604786812985	61.698044350721	116.467028838027	H3C12	H3 clustered histone 12
80232	5.1767611735116e-13	4.41562225772037e-15	-1.79263192131362	61.5052588097344	4659.01490840843	WDR26	WD repeat domain 26
9303	5.46673423448752e-13	4.696507074302e-15	-2.23006709649173	61.3838347486998	179.179894976088	SNORD25	small nucleolar RNA, C/D box 25
51104	6.73319978679151e-13	5.82585401287189e-15	-1.87956401734947	60.9595868839895	1314.55624382437	ABHD17B	abhydrolase domain containing 17B, depalmitoylase
3162	7.05138993117045e-13	6.14443648886969e-15	2.42599633701511	60.8547725400461	193.806232728327	HMOX1	heme oxygenase 1
8350	7.10173730675227e-13	6.23188779372592e-15	-3.28401968549879	60.8269513567903	83.3356537464139	H3C1	H3 clustered histone 1
9329	7.31352654350244e-13	6.46261550235856e-15	-1.72675651793081	60.7553831364478	6086.7688247404	GTF3C4	general transcription factor IIIC subunit 4
9969	7.59355738678055e-13	6.75666311415795e-15	-1.81178535811604	60.6677917871117	5300.89166051801	MED13	mediator complex subunit 13
9156	7.75513159961635e-13	6.94801922891499e-15	-1.72398216931536	60.6128157436593	4331.71486229454	EXO1	exonuclease 1
163590	9.37596932383362e-13	8.45770428696332e-15	-1.93443283897627	60.2257828663404	4993.45716806981	TOR1AIP2	torsin 1A interacting protein 2
147923	1.01317348741142e-12	9.20162470157644e-15	-2.53310226853971	60.0598522971775	152.515159835547	ZNF420	zinc finger protein 420
149041	1.0668930180764e-12	9.75497420798864e-15	-1.96799915138972	59.9449142316256	1348.66189921447	RC3H1	ring finger and CCCH-type domains 1
606500	1.16149940666524e-12	1.06912684707773e-14	-2.55653228425471	59.7645345765683	147.684233677738	SNORD68	small nucleolar RNA, C/D box 68
9918	1.23178001814871e-12	1.14137691912405e-14	1.79671352377647	59.6358373387626	2057.22061814631	NCAPD2	non-SMC condensin I complex subunit D2
163049	1.43071796778676e-12	1.33449393166168e-14	-1.89877185922378	59.3282146237948	1983.71927310776	ZNF791	zinc finger protein 791
6804	1.46563299698599e-12	1.37605454429834e-14	-1.75022143412646	59.2678641557086	497.050918681745	STX1A	syntaxin 1A
3006	1.54095242156017e-12	1.45622651522009e-14	-1.85069812172763	59.1564310424386	546.406818402827	H1-2	H1.2 linker histone, cluster member
54957	1.68116798292069e-12	1.59904907555662e-14	-1.79518850437193	58.9723292090627	1367.57167348698	TXNL4B	thioredoxin like 4B
51191	1.71308075038236e-12	1.63991529859872e-14	2.3814865617246	58.9226742129371	174.31253472173	HERC5	HECT and RLD domain containing E3 ubiquitin protein ligase 5
11211	1.85783451806953e-12	1.78988720751667e-14	1.6282714001038	58.7504926857525	621.120948461697	FZD10	frizzled class receptor 10
440	2.07908547498437e-12	2.0158045228739e-14	1.91237018452793	58.5166240679984	417.051920155617	ASNS	asparagine synthetase (glutamine-hydrolyzing)
402573	2.11862439828126e-12	2.0801417754357e-14	-4.28664299730729	58.4548122101689	49.0146573605504	SPACDR	sperm acrosome developmental regulator
195828	2.11862439828126e-12	2.06815439658496e-14	-1.8025212835157	58.4661827358676	1915.19481240002	ZNF367	zinc finger protein 367
144108	2.18050717578432e-12	2.15428114446045e-14	-1.92583188950275	58.3859122163969	2616.58967194759	SPTY2D1	SPT2 chromatin protein domain containing 1
875	2.27072615233244e-12	2.25734926778262e-14	1.71172033309341	58.2939700021331	2273.85721297321	CBS	cystathionine beta-synthase
102724560	2.31581453812369e-12	2.31638297566373e-14	1.71741296387113	58.2431826346866	2050.214058495	LOC102724560	cystathionine beta-synthase like
127829	2.40415980030374e-12	2.4195029899964e-14	-1.78347948201018	58.1574976814969	1001.17248044604	ARL8A	ADP ribosylation factor like GTPase 8A
29072	2.48023759363078e-12	2.51128622330068e-14	-1.63503489832557	58.0842520296845	3685.368109189	SETD2	SET domain containing 2, histone lysine methyltransferase
9545	2.5013175287588e-12	2.54797931869146e-14	2.27163870052062	58.0557166793068	208.995007913105	RAB3D	RAB3D, member RAS oncogene family
4209	2.615842626071e-12	2.68069292190634e-14	-1.85379823032753	57.9558344136823	1704.02780361498	MEF2D	myocyte enhancer factor 2D
9441	2.64562386286301e-12	2.72744728130207e-14	-1.74950486720148	57.9218211679281	1636.08281509783	MED26	mediator complex subunit 26
29893	2.76623831686775e-12	2.86876703209776e-14	-1.51607338103949	57.8224510101443	1204.25756122305	PSMC3IP	PSMC3 interacting protein
22911	3.00255355177489e-12	3.13226622362378e-14	-1.94007759879756	57.6496002187565	1034.06432584954	WDR47	WD repeat domain 47
7701	3.17045183469678e-12	3.32687324333057e-14	-1.73482022494092	57.5310406746955	4423.7827494293	ZNF142	zinc finger protein 142
1647	3.18647274289763e-12	3.36323829024541e-14	-2.03216320955869	57.5096577145133	3168.17149966262	GADD45A	growth arrest and DNA damage inducible alpha
317772	3.56390226964749e-12	3.78485595794965e-14	-4.88535279125255	57.2773678374103	47.1945447158777	H2AC21	H2A clustered histone 21
6606	3.56390226964749e-12	3.82721463664894e-14	-1.79045212806036	57.2554788359594	2680.85211628024	SMN1	survival of motor neuron 1, telomeric
10620	3.56390226964749e-12	3.8253718391728e-14	-1.71846055948519	57.2564260540022	1705.8409757801	ARID3B	AT-rich interaction domain 3B
64763	3.5690639384122e-12	3.85465913819677e-14	-1.73200281839791	57.2414258147234	3179.11600019786	ZNF574	zinc finger protein 574
387104	4.2045128307909e-12	4.56675730884873e-14	-1.64083910564493	56.9080367252466	484.291621600094	SOGA3	SOGA family member 3
10382	4.3910995105295e-12	4.79636544473644e-14	1.96002318427709	56.8115682330819	380.024950116659	TUBB4A	tubulin beta 4A class IVa
5859	4.39516029260024e-12	4.82777179906383e-14	1.75902054365167	56.7987336329035	1532.07541477538	QARS1	glutaminyl-tRNA synthetase 1
4549	4.42856517465547e-12	4.89164047274169e-14	1.58575843234382	56.7728886155398	77986.9768586651	RNR1	s-rRNA
9854	4.46460648996278e-12	4.95884741460028e-14	-1.78900036071273	56.7460547929807	699.603283420946	C2CD2L	C2CD2 like
202018	4.6633534528598e-12	5.20821261917331e-14	-1.73893966578696	56.6495743442924	645.791778173876	TAPT1	transmembrane anterior posterior transformation 1
293	5.43249698127493e-12	6.10055809752891e-14	1.55897292572517	56.3386120732753	2833.18418954693	SLC25A6	solute carrier family 25 member 6
23710	5.52234128453303e-12	6.24045898524033e-14	-1.70452385214178	56.2940308428953	932.521549822141	GABARAPL1	GABA type A receptor associated protein like 1
51320	5.52234128453303e-12	6.26922642144459e-14	-1.83228657208104	56.2849877689707	1112.47216879995	MEX3C	mex-3 RNA binding family member C
60674	6.17710113428478e-12	7.05044680275509e-14	-1.44262382457013	56.0540876867723	2177.14731748607	GAS5	growth arrest specific 5
10285	6.64119898159727e-12	7.62091439346275e-14	-1.77668329536364	55.9011197085619	2197.9750989454	SMNDC1	survival motor neuron domain containing 1
2117	6.71398601036552e-12	7.7456392363078e-14	-1.91040431490206	55.8692046855842	2334.49086398248	ETV3	ETS variant transcription factor 3
1955	6.87741839328826e-12	7.9763873118034e-14	-1.74781114628486	55.8114929492356	773.524031784016	MEGF9	multiple EGF like domains 9
105374952	7.00713959628631e-12	8.16983629905743e-14	-1.97495823989133	55.7643829664566	493.235467123026	NUP153-AS1	NUP153 antisense RNA 1
27044	7.26397728320148e-12	8.51386635426781e-14	1.79108533054326	55.683295462193	3483.88303679594	SND1	staphylococcal nuclease and tudor domain containing 1
84919	7.53493163768379e-12	8.89831198412789e-14	-1.78456636057097	55.5964734182558	7184.80696577611	PPP1R15B	protein phosphatase 1 regulatory subunit 15B
57690	7.53493163768379e-12	8.95808489512425e-14	-1.73010412574092	55.5833125864818	1865.80417202113	TNRC6C	trinucleotide repeat containing adaptor 6C
9757	7.53493163768379e-12	8.97015671152833e-14	-1.59040833369249	55.5806652746074	3367.19096792262	KMT2B	lysine methyltransferase 2B
3251	8.33409267501589e-12	9.97268085191519e-14	1.67515813719404	55.37240223116	528.234136012818	HPRT1	hypoxanthine phosphoribosyltransferase 1
1874	8.50214242005731e-12	1.02781176776589e-13	-1.56114741230302	55.3131027059433	3322.87535980601	E2F4	E2F transcription factor 4
26793	8.50214242005731e-12	1.02436363580862e-13	-3.34188303714674	55.3197082015231	67.9139317194162	SNORD56	small nucleolar RNA, C/D box 56
3945	9.5272017991216e-12	1.16025430968391e-13	1.98557791125313	55.0748609515366	5805.90201081531	LDHB	lactate dehydrogenase B
2310	9.5272017991216e-12	1.16342240919563e-13	-1.50879841364941	55.0695014185259	1325.14313711908	FOXO3B	forkhead box O3B
26819	1.02364416515677e-11	1.25631340839073e-13	-2.66394854685604	54.9185238524447	101.254969432201	SNORD32A	small nucleolar RNA, C/D box 32A
10215	1.04315181114451e-11	1.28665632081521e-13	1.91019951561217	54.8716190984328	280.340651914384	OLIG2	oligodendrocyte transcription factor 2
253639	1.06387664887576e-11	1.31874744153721e-13	-1.64000029624617	54.8232012296539	611.668661342476	ZNF620	zinc finger protein 620
